date,silver_spot
2020-06-20,17.5924657802
2020-06-21,17.7767964986
2020-06-22,17.8105340906
2020-06-23,17.9732762825
2020-06-24,17.5181995262
2020-06-25,17.8097010328
2020-06-26,17.7759271674
2020-06-27,17.7889191755
2020-06-28,17.8249386042
2020-06-29,17.8605158744
2020-06-30,18.2014951072
2020-07-01,18.0158176352
2020-07-02,17.9324697132
2020-07-03,18.0463760277
2020-07-04,18.049565732
2020-07-05,18.0409625467
2020-07-06,18.277261829
2020-07-07,18.2776668017
2020-07-08,18.7021335223
2020-07-09,18.673818642
2020-07-10,18.7108461829
2020-07-11,18.7102693278
2020-07-12,18.7908059969
2020-07-13,19.1195217584
2020-07-14,19.2633436272
2020-07-15,19.4331510788
2020-07-16,19.1673399693
2020-07-17,19.3369674791
2020-07-18,19.3509816221
2020-07-19,19.349734749
2020-07-20,19.909478847
2020-07-21,22.3576769512
2020-07-22,22.8041466212
2020-07-23,22.6247287995
2020-07-24,22.7597737202
2020-07-25,22.7696734817
2020-07-26,23.0549862575
2020-07-27,25.2363683128
2020-07-28,24.3590246041
2020-07-29,24.2955780594
2020-07-30,23.5128158861
2020-07-31,24.3448345821
2020-08-01,24.344751874
2020-08-02,24.5144845057
2020-08-03,24.2418196441
2020-08-04,26.1939847219
2020-08-05,26.8842495756
2020-08-06,29.7477662168
2020-08-07,28.2824638237
2020-08-08,28.2517958254
2020-08-09,28.1503397042
2020-08-10,29.0903597685
2020-08-11,25.010124032
2020-08-12,25.6166783055
2020-08-13,27.5260857868
2020-08-14,26.4480893373
2020-08-15,26.4601504842
2020-08-16,26.2308429596
2020-08-17,27.3595814168
2020-08-18,27.8387949309
2020-08-19,26.7122080845
2020-08-20,27.3736232446
2020-08-21,26.7457171169
2020-08-22,26.7743674522
2020-08-23,26.565903964
2020-08-24,26.6029342814
2020-08-25,26.4835481949
2020-08-26,27.4533404781
2020-08-27,26.9835952649
2020-08-28,27.5047790136
2020-08-29,27.5064987542
2020-08-30,27.9626653677
2020-08-31,28.1641663858
2020-09-01,28.2496490682
2020-09-02,27.5300407691
2020-09-03,26.5147066532
2020-09-04,26.887160273
2020-09-05,26.8907418403
2020-09-06,26.8433279767
2020-09-07,26.9140807446
2020-09-08,26.6496864035
2020-09-09,27.0018653733
2020-09-10,26.8661249513
2020-09-11,26.7387715513
2020-09-12,26.7381573693
2020-09-13,26.794885553
2020-09-14,27.1666340001
2020-09-15,27.1607634079
2020-09-16,27.1849295272
2020-09-17,27.0673380957
2020-09-18,26.7645686542
2020-09-19,26.7643529865
2020-09-20,26.7372244194
2020-09-21,24.9325187794
2020-09-22,24.4376793859
2020-09-23,22.2318108088
2020-09-24,23.2162472158
2020-09-25,22.8848240031
2020-09-26,22.8972562332
2020-09-27,22.9884793236
2020-09-28,23.7524675696
2020-09-29,24.2320271782
2020-09-30,23.3110200131
2020-10-01,23.8395203195
2020-10-02,23.7057953716
2020-10-03,23.7086941204
2020-10-04,23.912132478
2020-10-05,24.357938581
2020-10-06,23.2261938993
2020-10-07,23.8066030181
2020-10-08,23.8580773195
2020-10-09,25.135459769
2020-10-10,25.1431967915
2020-10-11,25.2142899467
2020-10-12,25.1558064688
2020-10-13,24.1723247661
2020-10-14,24.2119941289
2020-10-15,24.2627058543
2020-10-16,24.152072337
2020-10-17,24.1431184749
2020-10-18,24.2072987184
2020-10-19,24.448479678
2020-10-20,24.726135022
2020-10-21,25.0032102613
2020-10-22,24.7129446488
2020-10-23,24.5937537141
2020-10-24,24.6006363447
2020-10-25,24.4558811014
2020-10-26,24.2967407495
2020-10-27,24.3980239848
2020-10-28,23.4281950352
2020-10-29,23.2921362809
2020-10-30,23.6422686612
2020-10-31,23.6484077704
2020-11-01,23.446669846
2020-11-02,24.0628020743
2020-11-03,24.3162376693
2020-11-04,23.941814723
2020-11-05,25.2062214155
2020-11-06,25.6085778775
2020-11-07,25.6164240215
2020-11-08,25.941107719
2020-11-09,24.1741432715
2020-11-10,24.1896105982
2020-11-11,24.2407878713
2020-11-12,24.2550248081
2020-11-13,24.6610254498
2020-11-14,24.6767682663
2020-11-15,24.697221328
2020-11-16,24.7573814123
2020-11-17,24.4858918793
2020-11-18,24.312953178
2020-11-19,24.0073170433
2020-11-20,24.1557929711
2020-11-21,24.1614934896
2020-11-22,24.2059773756
2020-11-23,23.561652199
2020-11-24,23.2760581107
2020-11-25,23.340150614
2020-11-26,23.2927495299
2020-11-27,22.6952605726
2020-11-28,22.6953908612
2020-11-29,22.6611921759
2020-11-30,22.6452754417
2020-12-01,23.8896924694
2020-12-02,24.0659200118
2020-12-03,24.0512308742
2020-12-04,24.1849594454
2020-12-05,24.1946508047
2020-12-06,24.1209773145
2020-12-07,24.5241741324
2020-12-08,24.5579120732
2020-12-09,23.8927211316
2020-12-10,23.9728962154
2020-12-11,23.9333089898
2020-12-12,23.9438774667
2020-12-13,23.9541211508
2020-12-14,23.8404523631
2020-12-15,24.4856254551
2020-12-16,25.3509605796
2020-12-17,25.9675900741
2020-12-18,25.7952939207
2020-12-19,25.8089625752
2020-12-20,25.864923026
2020-12-21,26.2257871324
2020-12-22,25.3066759663
2020-12-23,25.5445405519
2020-12-24,25.8240251892
2020-12-25,25.8273535433
2020-12-26,25.8160451884
2020-12-27,26.113594659
2020-12-28,26.325580813
2020-12-29,26.1755806823
2020-12-30,26.6435809637
2020-12-31,26.3488411208
2021-01-01,26.3493740458
2021-01-02,26.3440642806
2021-01-03,26.8626313532
2021-01-04,27.1829262978
2021-01-05,27.5809977289
2021-01-06,27.2977825101
2021-01-07,27.1540484652
2021-01-08,25.40929422
2021-01-09,25.4289870109
2021-01-10,25.0090407682
2021-01-11,25.0139678608
2021-01-12,25.6088460385
2021-01-13,25.2656882051
2021-01-14,25.5573067427
2021-01-15,24.7558736209
2021-01-16,24.7661732708
2021-01-17,24.3116343083
2021-01-18,25.1099168195
2021-01-19,25.2190520613
2021-01-20,25.8336904601
2021-01-21,25.9322058967
2021-01-22,25.4475462633
2021-01-23,25.4713862089
2021-01-24,25.5485072901
2021-01-25,25.3250209603
2021-01-26,25.4447587669
2021-01-27,25.17935647
2021-01-28,26.4265373136
2021-01-29,27.0061253715
2021-01-30,27.0084386516
2021-01-31,28.560547003
2021-02-01,28.6754008284
2021-02-02,26.7553382497
2021-02-03,26.8482752535
2021-02-04,26.3175683461
2021-02-05,26.8802724929
2021-02-06,26.906384616
2021-02-07,27.2506109246
2021-02-08,27.2621332227
2021-02-09,27.2135018156
2021-02-10,27.0057115595
2021-02-11,26.9776513787
2021-02-12,27.3540979311
2021-02-13,27.3540979311
2021-02-14,27.4302780621
2021-02-15,27.593228565
2021-02-16,27.1333793942
2021-02-17,27.3881712535
2021-02-18,26.7655215668
2021-02-19,27.2530497274
2021-02-20,27.2737215238
2021-02-21,27.410135528
2021-02-22,28.1932000884
2021-02-23,27.6535523666
2021-02-24,27.9510342947
2021-02-25,27.4683945444
2021-02-26,26.6595313805
2021-02-27,26.6793411323
2021-02-28,26.7918704356
2021-03-01,26.5176959716
2021-03-02,26.732100297
2021-03-03,26.031049008
2021-03-04,25.3291206691
2021-03-05,25.2265633448
2021-03-06,25.2448848499
2021-03-07,25.4479345438
2021-03-08,25.1480683602
2021-03-09,25.9261022788
2021-03-10,26.1781608543
2021-03-11,26.0879347715
2021-03-12,25.9167963695
2021-03-13,25.9187449936
2021-03-14,25.9830559296
2021-03-15,26.234466964
2021-03-16,25.9396147208
2021-03-17,26.3607437367
2021-03-18,26.0407882578
2021-03-19,26.2418345254
2021-03-20,26.2402520744
2021-03-21,25.8738237113
2021-03-22,25.798909634
2021-03-23,25.0655802696
2021-03-24,25.080171214
2021-03-25,25.0776769383
2021-03-26,25.0542467521
2021-03-27,25.058872689
2021-03-28,25.0327678932
2021-03-29,24.6701573586
2021-03-30,24.0162462671
2021-03-31,24.4187324228
2021-04-01,24.9729235927
2021-04-02,24.9096655816
2021-04-03,24.8796075789
2021-04-04,25.0180724301
2021-04-05,24.8470266775
2021-04-06,25.1689218255
2021-04-07,25.1450160859
2021-04-08,25.4181296081
2021-04-09,25.2485570322
2021-04-10,25.2528377245
2021-04-11,25.255883137
2021-04-12,24.8231336846
2021-04-13,25.3517151612
2021-04-14,25.4150608113
2021-04-15,25.8495920254
2021-04-16,25.9533370248
2021-04-17,25.9525056171
2021-04-18,25.9297803398
2021-04-19,25.8326458919
2021-04-20,25.8096925279
2021-04-21,26.540672575
2021-04-22,26.1387879704
2021-04-23,26.000155105
2021-04-24,26.0052356341
2021-04-25,25.9650225182
2021-04-26,26.2104197756
2021-04-27,26.2344612406
2021-04-28,26.2653777402
2021-04-29,26.0968106343
2021-04-30,25.899811553
2021-05-01,25.8997173305
2021-05-02,25.8618259535
2021-05-03,26.8770298887
2021-05-04,26.5010299212
2021-05-05,26.4681183574
2021-05-06,27.2954329397
2021-05-07,27.4452946626
2021-05-08,27.4529483918
2021-05-09,27.6560642074
2021-05-10,27.3201217363
2021-05-11,27.5927468632
2021-05-12,27.0928332129
2021-05-13,27.053601706
2021-05-14,27.4181728172
2021-05-15,27.4197595013
2021-05-16,27.4871810095
2021-05-17,28.2280896334
2021-05-18,28.175954467
2021-05-19,27.6506600038
2021-05-20,27.7182946572
2021-05-21,27.5452450776
2021-05-22,27.557884993
2021-05-23,27.5706266404
2021-05-24,27.7243229672
2021-05-25,27.9835229632
2021-05-26,27.6854159946
2021-05-27,27.8777726413
2021-05-28,27.9283774392
2021-05-29,27.9300664652
2021-05-30,27.9406367643
2021-05-31,28.0704849151
2021-06-01,27.8654963201
2021-06-02,28.1686959217
2021-06-03,27.4402870211
2021-06-04,27.793128275
2021-06-05,27.7996970667
2021-06-06,27.7570216938
2021-06-07,27.8887389457
2021-06-08,27.6326612701
2021-06-09,27.796857879
2021-06-10,27.9662353903
2021-06-11,27.9105401508
2021-06-12,27.9208215758
2021-06-13,27.8339714735
2021-06-14,27.8572009329
2021-06-15,27.6571625508
2021-06-16,27.0930918471
2021-06-17,25.9844496948
2021-06-18,25.7999247572
2021-06-19,25.8048900009
2021-06-20,25.8968298784
2021-06-21,25.9431571819
2021-06-22,25.7653139928
2021-06-23,25.8648946268
2021-06-24,25.9383070749
2021-06-25,26.1001355735
2021-06-26,26.113223018
2021-06-27,26.1318863237
2021-06-28,26.1030926667
2021-06-29,25.7801339907
2021-06-30,26.0966830416
2021-07-01,26.0072041516
2021-07-02,26.4643998617
2021-07-03,26.4666003414
2021-07-04,26.4441654585
2021-07-05,26.4397396885
2021-07-06,26.119230808
2021-07-07,26.134632106
2021-07-08,25.9212786837
2021-07-09,26.1015306445
2021-07-10,26.1123093034
2021-07-11,26.0973512102
2021-07-12,26.231206831
2021-07-13,25.968887151
2021-07-14,26.2257249856
2021-07-15,26.3250942025
2021-07-16,25.6693559788
2021-07-17,25.6740365272
2021-07-18,25.6979994236
2021-07-19,25.179944756
2021-07-20,24.9470677904
2021-07-21,25.2620097958
2021-07-22,25.4334230931
2021-07-23,25.1702097721
2021-07-24,25.175317766
2021-07-25,25.1790101728
2021-07-26,25.1685870359
2021-07-27,24.7156505052
2021-07-28,25.0031487044
2021-07-29,25.5284898639
2021-07-30,25.4822391179
2021-07-31,25.4933732526
2021-08-01,25.5074743915
2021-08-02,25.4082441029
2021-08-03,25.5598864917
2021-08-04,25.3667618656
2021-08-05,25.1396101814
2021-08-06,24.3357520279
2021-08-07,24.3373783679
2021-08-08,23.5860571495
2021-08-09,23.4535395022
2021-08-10,23.3255434678
2021-08-11,23.5300717643
2021-08-12,23.1927189578
2021-08-13,23.7396108144
2021-08-14,23.7394162264
2021-08-15,23.6887506624
2021-08-16,23.8722319068
2021-08-17,23.6547589329
2021-08-18,23.4952780259
2021-08-19,23.2247444594
2021-08-20,23.0197410674
2021-08-21,23.0246146946
2021-08-22,22.9992678183
2021-08-23,23.6235917283
2021-08-24,23.8332401652
2021-08-25,23.8598893156
2021-08-26,23.5739075425
2021-08-27,24.0115084219
2021-08-28,24.019771154
2021-08-29,24.0859676357
2021-08-30,24.0377296652
2021-08-31,23.9040394862
2021-09-01,24.1617185106
2021-09-02,23.8903189672
2021-09-03,24.7042209692
2021-09-04,24.7113375988
2021-09-05,24.7488670587
2021-09-06,24.6789184626
2021-09-07,24.318765876
2021-09-08,23.9748748979
2021-09-09,24.0548831761
2021-09-10,23.7324817998
2021-09-11,23.7399797997
2021-09-12,23.7795332886
2021-09-13,23.7334063358
2021-09-14,23.8473618987
2021-09-15,23.8720098619
2021-09-16,22.9367004463
2021-09-17,22.3986456467
2021-09-18,22.4017197352
2021-09-19,22.3754217627
2021-09-20,22.2814757253
2021-09-21,22.4944142759
2021-09-22,22.6827006976
2021-09-23,22.5402110812
2021-09-24,22.4235001476
2021-09-25,22.4277526394
2021-09-26,22.4207530077
2021-09-27,22.6386970457
2021-09-28,22.4731700582
2021-09-29,21.5486844274
2021-09-30,22.1323770597
2021-10-01,22.5292299822
2021-10-02,22.5338478111
2021-10-03,22.6642480892
2021-10-04,22.6297608332
2021-10-05,22.6381407667
2021-10-06,22.6388905107
2021-10-07,22.5872182306
2021-10-08,22.6629876768
2021-10-09,22.6644818106
2021-10-10,22.6077777764
2021-10-11,22.5632325922
2021-10-12,22.5374459694
2021-10-13,23.066345237
2021-10-14,23.5171674173
2021-10-15,23.3046128425
2021-10-16,23.3151836286
2021-10-17,23.3581198022
2021-10-18,23.1844728276
2021-10-19,23.6454118719
2021-10-20,24.2857093021
2021-10-21,24.1515747709
2021-10-22,24.3253929481
2021-10-23,24.3330967345
2021-10-24,24.3884177453
2021-10-25,24.5501024886
2021-10-26,24.1431885256
2021-10-27,24.0405709875
2021-10-28,24.0807986053
2021-10-29,23.872163386
2021-10-30,23.8832605332
2021-10-31,23.7806105505
2021-11-01,24.017977525
2021-11-02,23.5242485011
2021-11-03,23.6226147619
2021-11-04,23.7760559895
2021-11-05,24.1642407408
2021-11-06,24.1613621403
2021-11-07,24.131297424
2021-11-08,24.4440567239
2021-11-09,24.2989371207
2021-11-10,24.6404423528
2021-11-11,25.2397350921
2021-11-12,25.3020381479
2021-11-13,25.3105157347
2021-11-14,25.3369529704
2021-11-15,25.1054776006
2021-11-16,24.8247439881
2021-11-17,25.0583798271
2021-11-18,24.8108431448
2021-11-19,24.6022503269
2021-11-20,24.6092815136
2021-11-21,24.6075223227
2021-11-22,24.2165508003
2021-11-23,23.6562535528
2021-11-24,23.5554279265
2021-11-25,23.5731958688
2021-11-26,23.2890683318
2021-11-27,23.1366548006
2021-11-28,23.1243646428
2021-11-29,23.2728644442
2021-11-30,22.9401381271
2021-12-01,22.7758240653
2021-12-02,22.3725901807
2021-12-03,22.3734752528
2021-12-04,22.5336603881
2021-12-05,22.5329848107
2021-12-06,22.5639106704
2021-12-07,22.3746050366
2021-12-08,22.5066478336
2021-12-09,22.4260000083
2021-12-10,22.1369999868
2021-12-11,22.154000013
2021-12-12,22.1770008534
2021-12-13,22.2679999848
2021-12-14,22.2730000097
2021-12-15,21.9660000104
2021-12-16,22.1319999931
2021-12-17,22.4579999804
2021-12-18,22.3654999888
2021-12-19,22.3739999801
2021-12-20,22.2518000071
2021-12-21,22.4939999786
2021-12-22,22.789999975
2021-12-23,22.8899999741
2021-12-24,22.883499994
2021-12-25,22.8819999791
2021-12-26,22.8819999791
2021-12-27,23.0260000152
2021-12-28,23.0040000252
2021-12-29,22.8289999965
2021-12-30,23.0539999882
2021-12-31,23.3124999779
2022-01-01,23.2909999922
2022-01-02,23.3050000232
2022-01-03,22.8839999903
2022-01-04,23.0299999834
2022-01-05,22.8090000181
2022-01-06,22.1659999858
2022-01-07,22.3450000027
2022-01-08,22.3674999796
2022-01-09,22.3600000207
2022-01-10,22.4579999804
2022-01-11,22.7600000037
2022-01-12,22.7479999811
2022-01-13,23.0500000209
2022-01-14,22.9669999763
2022-01-15,22.9605000071
2022-01-16,22.9399999873
2022-01-17,22.9905000012
2022-01-18,23.4769999975
2022-01-19,24.1214999761
2022-01-20,24.3530000279
2022-01-21,24.2965000054
2022-01-22,24.303500028
2022-01-23,24.2690000035
2022-01-24,23.9265000123
2022-01-25,23.8735000149
2022-01-26,23.5390000025
2022-01-27,22.7700000113
2022-01-28,22.4619999789
2022-01-29,22.4739999923
2022-01-30,22.4200000031
2022-01-31,22.4879999984
2022-02-01,22.6158000144
2022-02-02,22.616999997
2022-02-03,22.4200000031
2022-02-04,22.5239999752
2022-02-05,22.5129999799
2022-02-06,22.5815000095
2022-02-07,23.0030000168
2022-02-08,22.9960000114
2022-02-09,23.2769999751
2022-02-10,23.1877999839
2022-02-11,23.5689999762
2022-02-12,23.5340000087
2022-02-13,23.6169999937
2022-02-14,23.8019999973
2022-02-15,23.3729999788
2022-02-16,23.6100000278
2022-02-17,23.803999978
2022-02-18,23.8935000185
2022-02-19,23.9060000015
2022-02-20,23.9750000016
2022-02-21,24.0304999912
2022-02-22,24.1349999719
2022-02-23,24.5539999781
2022-02-24,24.2660000292
2022-02-25,24.268500025
2022-02-26,24.268500025
2022-02-27,24.5220000104
2022-02-28,24.4379999864
2022-03-01,25.2760000184
2022-03-02,25.2609999991
2022-03-03,25.1395000284
2022-03-04,25.7045000038
2022-03-05,25.713999995
2022-03-06,26.0114825088
2022-03-07,25.6347999998
2022-03-08,26.0319999818
2022-03-09,25.6700000283
2022-03-10,25.9205000069
2022-03-11,25.8080000263
2022-03-12,25.8519999681
2022-03-13,25.6168999731
2022-03-14,25.0920000062
2022-03-15,24.9139999863
2022-03-16,25.1504000209
2022-03-17,25.3350000183
2022-03-18,25.3850000162
2022-03-19,24.9469999738
2022-03-20,24.9239999945
2022-03-21,25.2099999932
2022-03-22,24.7709999701
2022-03-23,25.1700000049
2022-03-24,25.5480000014
2022-03-25,25.5209999855
2022-03-26,25.5280000282
2022-03-27,25.5280000282
2022-03-28,24.8990000076
2022-03-29,24.7475000199
2022-03-30,24.837999982
2022-03-31,24.7790000017
2022-04-01,24.6000000025
2022-04-02,24.6000000025
2022-04-03,24.5849999761
2022-04-04,24.5287499761
2022-04-05,24.2999999849
2022-04-06,24.2920000038
2022-04-07,24.6230000168
2022-04-08,24.7790000017
2022-04-09,24.7559999749
2022-04-10,24.8170000004
2022-04-11,25.0769999943
2022-04-12,25.3800000199
2022-04-13,25.7126000256
2022-04-14,25.6399999753
2022-04-15,25.6544999764
2022-04-16,25.6869999701
2022-04-17,25.7834499809
2022-04-18,25.8200000166
2022-04-19,25.0820000183
2022-04-20,25.1438499772
2022-04-21,24.6558999792
2022-04-22,24.1129999802
2022-04-23,24.1640000243
2022-04-24,24.1159999857
2022-04-25,23.6670000085
2022-04-26,23.6860000223
2022-04-27,23.3180000228
2022-04-28,23.1549999914
2022-04-29,22.7399999952
2022-04-30,22.7510000037
2022-05-01,22.7799999883
2022-05-02,22.6060000144
2022-05-03,22.5800000143
2022-05-04,22.9556999937
2022-05-05,22.5072499847
2022-05-06,22.4292999867
2022-05-07,22.3279999809
2022-05-08,22.2919999966
2022-05-09,21.7950000221
2022-05-10,21.3070000177
2022-05-11,21.5621000156
2022-05-12,20.7863499898
2022-05-13,21.1019999967
2022-05-14,21.0880000174
2022-05-15,21.1579999778
2022-05-16,21.6030000224
2022-05-17,21.6220000183
2022-05-18,21.3729999798
2022-05-19,21.923000018
2022-05-20,21.7575000082
2022-05-21,21.7300000084
2022-05-22,21.8050000217
2022-05-23,21.7368999926
2022-05-24,22.1119999953
2022-05-25,21.9770000234
2022-05-26,22.0090000083
2022-05-27,22.1154999945
2022-05-28,22.1200000002
2022-05-29,22.0342499941
2022-05-30,21.9270000176
2022-05-31,21.5522000049
2022-06-01,21.8200000034
2022-06-02,22.3639999929
2022-06-03,21.914999977
2022-06-04,21.914999977
2022-06-05,21.923000018
2022-06-06,22.0329999786
2022-06-07,22.2289999925
2022-06-08,22.0640000034
2022-06-09,21.6457000175
2022-06-10,21.8800000108
2022-06-11,21.8489999836
2022-06-12,21.8959999951
2022-06-13,21.0899999953
2022-06-14,21.0690000185
2022-06-15,21.6776999801
2022-06-16,21.86145
2022-06-17,21.6695000188
2022-06-18,21.6660000075
2022-06-19,21.6269999876
2022-06-20,21.5836499845
2022-06-21,21.612800001
2022-06-22,21.3729999798
2022-06-23,21.0369999808
2022-06-24,21.1475000209
2022-06-25,21.1475000209
2022-06-26,21.1703500009
2022-06-27,21.152999981
2022-06-28,20.8127000128
2022-06-29,20.7255499811
2022-06-30,20.250550011
2022-07-01,19.85300001
2022-07-02,19.8440000056
2022-07-03,19.9239500039
2022-07-04,19.9820000146
2022-07-05,19.209599993
2022-07-06,19.1908500115
2022-07-07,19.2269999993
2022-07-08,19.3130000108
2022-07-09,19.3090000157
2022-07-10,19.3626499899
2022-07-11,19.0910000179
2022-07-12,18.9176000043
2022-07-13,19.1539999988
2022-07-14,18.4378000153
2022-07-15,18.6970000114
2022-07-16,18.7074999858
2022-07-17,18.7476500055
2022-07-18,18.7029999922
2022-07-19,18.7802000171
2022-07-20,18.6970000114
2022-07-21,18.7985000008
2022-07-22,18.5830000144
2022-07-23,18.5630000042
2022-07-24,18.5499999983
2022-07-25,18.4015499861
2022-07-26,18.6619999922
2022-07-27,19.1440000079
2022-07-28,19.9350000187
2022-07-29,20.357500012
2022-07-30,20.3549999932
2022-07-31,20.2119999893
2022-08-01,20.3229999827
2022-08-02,19.878999986
2022-08-03,20.0026499911
2022-08-04,20.2100000082
2022-08-05,19.8689999874
2022-08-06,19.886000005
2022-08-07,19.8180000097
2022-08-08,20.7126999796
2022-08-09,20.5059999859
2022-08-10,20.5758000189
2022-08-11,20.2687000075
2022-08-12,20.8184999786
2022-08-13,20.786000017
2022-08-14,20.7700000213
2022-08-15,20.2219999874
2022-08-16,20.1206000194
2022-08-17,19.8035000088
2022-08-18,19.4970000161
2022-08-19,19.0559999853
2022-08-20,19.0510000014
2022-08-21,19.0144999899
2022-08-22,18.9589999871
2022-08-23,19.1029999909
2022-08-24,19.1150000052
2022-08-25,19.1859999912
2022-08-26,18.8840000143
2022-08-27,18.8840000143
2022-08-28,18.7299999889
2022-08-29,18.7624000115
2022-08-30,18.3902000125
2022-08-31,17.9100000005
2022-09-01,17.7870000132
2022-09-02,18.0500000162
2022-09-03,18.0500000162
2022-09-04,17.9570000026
2022-09-05,18.1860000029
2022-09-06,17.9600000017
2022-09-07,18.4387000154
2022-09-08,18.5648999989
2022-09-09,18.8099999851
2022-09-10,18.8099999851
2022-09-11,18.8489999901
2022-09-12,19.8190000096
2022-09-13,19.3423999866
2022-09-14,19.6429999861
2022-09-15,18.9150000019
2022-09-16,19.5710000006
2022-09-17,19.5520000183
2022-09-18,19.6449999984
2022-09-19,19.5220000036
2022-09-20,19.2536000015
2022-09-21,19.4799999843
2022-09-22,19.6379999816
2022-09-23,18.8694999891
2022-09-24,18.8694999891
2022-09-25,18.7818000173
2022-09-26,18.9429999978
2022-09-27,18.3382000165
2022-09-28,18.8479999875
2022-09-29,18.8745000124
2022-09-30,19.0279999836
2022-10-01,19.0309999822
2022-10-02,19.101000012
2022-10-03,20.8324999899
2022-10-04,21.000400003
2022-10-05,20.638800002
2022-10-06,20.5962000143
2022-10-07,20.1320000079
2022-10-08,20.1299999827
2022-10-09,20.1110000099
2022-10-10,19.6007999933
2022-10-11,19.122999983
2022-10-12,19.047000002
2022-10-13,18.8810000127
2022-10-14,18.2674999974
2022-10-15,18.2659999986
2022-10-16,18.3610000095
2022-10-17,18.6520000022
2022-10-18,18.7539999938
2022-10-19,18.3999999956
2022-10-20,18.6045000077
2022-10-21,19.4044999955
2022-10-22,19.3999999822
2022-10-23,19.4215000138
2022-10-24,19.3181000082
2022-10-25,19.3066999943
2022-10-26,19.5624999857
2022-10-27,19.5500000155
2022-10-28,19.2594999973
2022-10-29,19.2554999952
2022-10-30,19.2229999965
2022-10-31,19.1569499871
2022-11-01,19.6349999978
2022-11-02,19.1180000165
2022-11-03,19.4501999909
2022-11-04,20.8420000014
2022-11-05,20.8615000091
2022-11-06,20.5279999898
2022-11-07,20.7619999891
2022-11-08,21.362999989
2022-11-09,21.3239999948
2022-11-10,21.6539999934
2022-11-11,21.6929999874
2022-11-12,21.6710000143
2022-11-13,21.5969500131
2022-11-14,21.9440000004
2022-11-15,21.5700000178
2022-11-16,21.4370000129
2022-11-17,20.9549999841
2022-11-18,20.9490000072
2022-11-19,20.9455000205
2022-11-20,20.9330000127
2022-11-21,20.7572500118
2022-11-22,21.1412481694
2022-11-23,21.2489992624
2022-11-24,21.4938487539
2022-11-25,21.4716800285
2022-11-26,21.4694537925
2022-11-27,21.4176762108
2022-11-28,20.9219999847
2022-11-29,21.2059999781
2022-11-30,21.3070000177
2022-12-01,22.291000013
2022-12-02,23.1475000181
2022-12-03,23.1430000092
2022-12-04,23.241821188
2022-12-05,22.254150004
2022-12-06,22.3906999995
2022-12-07,22.7162000253
2022-12-08,23.0848313186
2022-12-09,23.5770189251
2022-12-10,23.4324933183
2022-12-11,23.4560000038
2022-12-12,23.3330000059
2022-12-13,23.6800000167
2022-12-14,23.8709999893
2022-12-15,23.0539999882
2022-12-16,23.2324999777
2022-12-17,23.2244999821
2022-12-18,23.1499999874
2022-12-19,22.9775
2022-12-20,24.1334499854
2022-12-21,23.9450000016
2022-12-22,23.5767000235
2022-12-23,23.702999988
2022-12-24,23.7424999757
2022-12-25,23.5840000125
2022-12-26,23.8480499936
2022-12-27,23.9380000246
2022-12-28,23.5460000048
2022-12-29,23.8599999803
2022-12-30,23.931999979
2022-12-31,23.9690000102
2023-01-01,23.9690000102
2023-01-02,24.0940000039
2023-01-03,23.9600000259
2023-01-04,23.7899999796
2023-01-05,23.2084000019
2023-01-06,23.7899999796
2023-01-07,23.7899999796
2023-01-08,23.9890000264
2023-01-09,23.6300000043
2023-01-10,23.6060000154
2023-01-11,23.4282000113
2023-01-12,23.8060000114
2023-01-13,24.2561999999
2023-01-14,24.2695000026
2023-01-15,24.268500025
2023-01-16,24.2859999793
2023-01-17,23.9300000214
2023-01-18,23.4869999901
2023-01-19,23.8499999852
2023-01-20,23.9189999904
2023-01-22,23.9385000018
2023-01-23,23.3799999769
2023-01-24,23.6358500036
2023-01-25,23.9670000102
2023-01-26,23.9160000054
2023-01-27,23.5970000133
2023-01-28,23.5930000069
2023-01-29,23.6209999968
2023-01-30,23.5687000112
2023-01-31,23.5999999755
2023-02-01,24.0359999863
2023-02-02,23.4570000057
2023-02-03,22.3524999933
2023-02-04,22.3515000201
2023-02-05,22.2696999854
2023-02-06,22.282999996
2023-02-07,22.2180000122
2023-02-08,22.2800000055
2023-02-09,21.919999979
2023-02-10,21.9690000098
2023-02-11,21.9989999827
2023-02-12,21.9280000172
2023-02-13,21.999799991
2023-02-14,21.7390000008
2023-02-15,21.5388999976
2023-02-16,21.5100000227
2023-02-17,21.7140000201
2023-02-18,21.688999989
2023-02-19,21.7289999971
2023-02-20,21.8010000141
2023-02-21,21.8510000019
2023-02-22,21.4899999949
2023-02-23,21.3241999795
2023-02-24,20.7650000011
2023-02-25,20.7540000009
2023-02-26,20.7690000145
2023-02-27,20.620799989
2023-02-28,20.8810000016
2023-03-01,20.9599999842
2023-03-02,20.9089999987
2023-03-03,21.2770000077
2023-03-04,21.2249999825
2023-03-05,21.1726999994
2023-03-06,21.0349999977
2023-03-07,20.0819999871
2023-03-08,20.0400000003
2023-03-09,20.0699999854
2023-03-10,20.522000014
2023-03-11,20.5375000158
2023-03-12,20.638800002
2023-03-13,21.7796500059
2023-03-14,21.6781999893
2023-03-15,21.7980000091
2023-03-16,21.6770000059
2023-03-17,22.5974029871
2023-03-18,22.5974029871
2023-03-19,22.3804448553
2023-03-20,22.5136977108
2023-03-21,22.4335985169
2023-03-22,22.9797766544
2023-03-23,23.0487672525
2023-03-24,23.2245010608
